dataset,sample,task,pipeline,score
v2,justice,summarization,A_oracle,0.13333333333333333
v2,justice,summarization,B_whisper_cascade,0.13559322033898305
v2,justice,summarization,C_qwen_transcript,0.1311475409836066
v2,justice,summarization,D_qwen_direct,0.14814814814814817
v2,justice,sentiment,A_oracle,1.0
v2,justice,sentiment,B_whisper_cascade,1.0
v2,justice,sentiment,C_qwen_transcript,1.0
v2,justice,sentiment,D_qwen_direct,1.0
v2,justice,keywords,A_oracle,0.5
v2,justice,keywords,B_whisper_cascade,0.26666666666666666
v2,justice,keywords,C_qwen_transcript,0.37499999999999994
v2,justice,keywords,D_qwen_direct,0.4615384615384615
v2,justice,intent,A_oracle,1.0
v2,justice,intent,B_whisper_cascade,1.0
v2,justice,intent,C_qwen_transcript,1.0
v2,justice,intent,D_qwen_direct,1.0
v2,literature,summarization,A_oracle,0.32142857142857145
v2,literature,summarization,B_whisper_cascade,0.26666666666666666
v2,literature,summarization,C_qwen_transcript,0.2535211267605634
v2,literature,summarization,D_qwen_direct,0.22580645161290322
v2,literature,sentiment,A_oracle,1.0
v2,literature,sentiment,B_whisper_cascade,1.0
v2,literature,sentiment,C_qwen_transcript,1.0
v2,literature,sentiment,D_qwen_direct,1.0
v2,literature,keywords,A_oracle,0.7499999999999999
v2,literature,keywords,B_whisper_cascade,0.625
v2,literature,keywords,C_qwen_transcript,0.625
v2,literature,keywords,D_qwen_direct,0.15384615384615383
v2,literature,intent,A_oracle,0.0
v2,literature,intent,B_whisper_cascade,0.0
v2,literature,intent,C_qwen_transcript,0.0
v2,literature,intent,D_qwen_direct,0.0
v2,objects,summarization,A_oracle,0.09523809523809525
v2,objects,summarization,B_whisper_cascade,0.11940298507462686
v2,objects,summarization,C_qwen_transcript,0.13698630136986303
v2,objects,summarization,D_qwen_direct,0.09638554216867469
v2,objects,sentiment,A_oracle,1.0
v2,objects,sentiment,B_whisper_cascade,1.0
v2,objects,sentiment,C_qwen_transcript,1.0
v2,objects,sentiment,D_qwen_direct,1.0
v2,objects,keywords,A_oracle,0.13333333333333333
v2,objects,keywords,B_whisper_cascade,0.14285714285714288
v2,objects,keywords,C_qwen_transcript,0.13333333333333333
v2,objects,keywords,D_qwen_direct,0.4615384615384615
v2,objects,intent,A_oracle,1.0
v2,objects,intent,B_whisper_cascade,1.0
v2,objects,intent,C_qwen_transcript,1.0
v2,objects,intent,D_qwen_direct,1.0
v3,body,summarization,A_oracle,0.24615384615384617
v3,body,summarization,B_whisper_cascade,0.1875
v3,body,summarization,C_qwen_transcript,0.2608695652173913
v3,body,summarization,D_qwen_direct,0.1818181818181818
v3,body,sentiment,A_oracle,1.0
v3,body,sentiment,B_whisper_cascade,0.0
v3,body,sentiment,C_qwen_transcript,1.0
v3,body,sentiment,D_qwen_direct,0.0
v3,body,keywords,A_oracle,0.7142857142857143
v3,body,keywords,B_whisper_cascade,0.28571428571428575
v3,body,keywords,C_qwen_transcript,0.1818181818181818
v3,body,keywords,D_qwen_direct,0.0
v3,body,intent,A_oracle,1.0
v3,body,intent,B_whisper_cascade,1.0
v3,body,intent,C_qwen_transcript,1.0
v3,body,intent,D_qwen_direct,0.0
v3,often,summarization,A_oracle,0.24096385542168677
v3,often,summarization,B_whisper_cascade,0.2857142857142857
v3,often,summarization,C_qwen_transcript,0.20224719101123598
v3,often,summarization,D_qwen_direct,0.1651376146788991
v3,often,sentiment,A_oracle,0.0
v3,often,sentiment,B_whisper_cascade,0.0
v3,often,sentiment,C_qwen_transcript,0.0
v3,often,sentiment,D_qwen_direct,0.0
v3,often,keywords,A_oracle,0.23529411764705882
v3,often,keywords,B_whisper_cascade,0.23529411764705882
v3,often,keywords,C_qwen_transcript,0.3529411764705882
v3,often,keywords,D_qwen_direct,0.5714285714285714
v3,often,intent,A_oracle,0.0
v3,often,intent,B_whisper_cascade,0.0
v3,often,intent,C_qwen_transcript,0.0
v3,often,intent,D_qwen_direct,1.0
v3,work,summarization,A_oracle,0.18604651162790697
v3,work,summarization,B_whisper_cascade,0.17391304347826086
v3,work,summarization,C_qwen_transcript,0.2608695652173913
v3,work,summarization,D_qwen_direct,0.22641509433962265
v3,work,sentiment,A_oracle,1.0
v3,work,sentiment,B_whisper_cascade,1.0
v3,work,sentiment,C_qwen_transcript,1.0
v3,work,sentiment,D_qwen_direct,0.0
v3,work,keywords,A_oracle,0.0
v3,work,keywords,B_whisper_cascade,0.0
v3,work,keywords,C_qwen_transcript,0.0
v3,work,keywords,D_qwen_direct,0.30769230769230765
v3,work,intent,A_oracle,1.0
v3,work,intent,B_whisper_cascade,1.0
v3,work,intent,C_qwen_transcript,1.0
v3,work,intent,D_qwen_direct,0.0
v4,American,summarization,A_oracle,0.4
v4,American,summarization,B_whisper_cascade,0.3235294117647059
v4,American,summarization,C_qwen_transcript,0.37499999999999994
v4,American,summarization,D_qwen_direct,0.052631578947368425
v4,American,sentiment,A_oracle,1.0
v4,American,sentiment,B_whisper_cascade,1.0
v4,American,sentiment,C_qwen_transcript,1.0
v4,American,sentiment,D_qwen_direct,1.0
v4,American,keywords,A_oracle,0.13333333333333333
v4,American,keywords,B_whisper_cascade,0.125
v4,American,keywords,C_qwen_transcript,0.26666666666666666
v4,American,keywords,D_qwen_direct,0.2857142857142857
v4,American,intent,A_oracle,1.0
v4,American,intent,B_whisper_cascade,1.0
v4,American,intent,C_qwen_transcript,1.0
v4,American,intent,D_qwen_direct,1.0
v4,castle,summarization,A_oracle,0.22857142857142854
v4,castle,summarization,B_whisper_cascade,0.25352112676056343
v4,castle,summarization,C_qwen_transcript,0.1509433962264151
v4,castle,summarization,D_qwen_direct,0.054794520547945195
v4,castle,sentiment,A_oracle,1.0
v4,castle,sentiment,B_whisper_cascade,1.0
v4,castle,sentiment,C_qwen_transcript,1.0
v4,castle,sentiment,D_qwen_direct,0.0
v4,castle,keywords,A_oracle,0.5333333333333333
v4,castle,keywords,B_whisper_cascade,0.4
v4,castle,keywords,C_qwen_transcript,0.5
v4,castle,keywords,D_qwen_direct,0.30769230769230765
v4,castle,intent,A_oracle,0.0
v4,castle,intent,B_whisper_cascade,1.0
v4,castle,intent,C_qwen_transcript,0.0
v4,castle,intent,D_qwen_direct,0.0
v4,constructed,summarization,A_oracle,0.3548387096774194
v4,constructed,summarization,B_whisper_cascade,0.35714285714285715
v4,constructed,summarization,C_qwen_transcript,0.33898305084745767
v4,constructed,summarization,D_qwen_direct,0.14285714285714282
v4,constructed,sentiment,A_oracle,1.0
v4,constructed,sentiment,B_whisper_cascade,1.0
v4,constructed,sentiment,C_qwen_transcript,1.0
v4,constructed,sentiment,D_qwen_direct,1.0
v4,constructed,keywords,A_oracle,0.6666666666666665
v4,constructed,keywords,B_whisper_cascade,0.5
v4,constructed,keywords,C_qwen_transcript,0.588235294117647
v4,constructed,keywords,D_qwen_direct,0.2857142857142857
v4,constructed,intent,A_oracle,0.0
v4,constructed,intent,B_whisper_cascade,0.0
v4,constructed,intent,C_qwen_transcript,0.0
v4,constructed,intent,D_qwen_direct,0.0
v4,cousin,summarization,A_oracle,0.30769230769230765
v4,cousin,summarization,B_whisper_cascade,0.3125
v4,cousin,summarization,C_qwen_transcript,0.36666666666666664
v4,cousin,summarization,D_qwen_direct,0.2580645161290323
v4,cousin,sentiment,A_oracle,1.0
v4,cousin,sentiment,B_whisper_cascade,1.0
v4,cousin,sentiment,C_qwen_transcript,1.0
v4,cousin,sentiment,D_qwen_direct,1.0
v4,cousin,keywords,A_oracle,0.39999999999999997
v4,cousin,keywords,B_whisper_cascade,0.26666666666666666
v4,cousin,keywords,C_qwen_transcript,0.125
v4,cousin,keywords,D_qwen_direct,0.0
v4,cousin,intent,A_oracle,1.0
v4,cousin,intent,B_whisper_cascade,1.0
v4,cousin,intent,C_qwen_transcript,1.0
v4,cousin,intent,D_qwen_direct,1.0
v4,fairy,summarization,A_oracle,0.22641509433962265
v4,fairy,summarization,B_whisper_cascade,0.26666666666666666
v4,fairy,summarization,C_qwen_transcript,0.3448275862068965
v4,fairy,summarization,D_qwen_direct,0.26315789473684215
v4,fairy,sentiment,A_oracle,1.0
v4,fairy,sentiment,B_whisper_cascade,0.0
v4,fairy,sentiment,C_qwen_transcript,1.0
v4,fairy,sentiment,D_qwen_direct,1.0
v4,fairy,keywords,A_oracle,0.4
v4,fairy,keywords,B_whisper_cascade,0.6153846153846153
v4,fairy,keywords,C_qwen_transcript,0.42857142857142855
v4,fairy,keywords,D_qwen_direct,0.15384615384615383
v4,fairy,intent,A_oracle,0.0
v4,fairy,intent,B_whisper_cascade,0.0
v4,fairy,intent,C_qwen_transcript,0.0
v4,fairy,intent,D_qwen_direct,0.0
v4,flowers,summarization,A_oracle,0.18181818181818185
v4,flowers,summarization,B_whisper_cascade,0.23076923076923075
v4,flowers,summarization,C_qwen_transcript,0.14545454545454542
v4,flowers,summarization,D_qwen_direct,0.03333333333333333
v4,flowers,sentiment,A_oracle,1.0
v4,flowers,sentiment,B_whisper_cascade,1.0
v4,flowers,sentiment,C_qwen_transcript,1.0
v4,flowers,sentiment,D_qwen_direct,1.0
v4,flowers,keywords,A_oracle,0.588235294117647
v4,flowers,keywords,B_whisper_cascade,0.47058823529411764
v4,flowers,keywords,C_qwen_transcript,0.5
v4,flowers,keywords,D_qwen_direct,0.5714285714285714
v4,flowers,intent,A_oracle,1.0
v4,flowers,intent,B_whisper_cascade,1.0
v4,flowers,intent,C_qwen_transcript,1.0
v4,flowers,intent,D_qwen_direct,1.0
v4,house,summarization,A_oracle,0.2222222222222222
v4,house,summarization,B_whisper_cascade,0.2
v4,house,summarization,C_qwen_transcript,0.15189873417721517
v4,house,summarization,D_qwen_direct,0.16666666666666666
v4,house,sentiment,A_oracle,1.0
v4,house,sentiment,B_whisper_cascade,1.0
v4,house,sentiment,C_qwen_transcript,1.0
v4,house,sentiment,D_qwen_direct,0.0
v4,house,keywords,A_oracle,0.588235294117647
v4,house,keywords,B_whisper_cascade,0.588235294117647
v4,house,keywords,C_qwen_transcript,0.6250000000000001
v4,house,keywords,D_qwen_direct,0.2857142857142857
v4,house,intent,A_oracle,1.0
v4,house,intent,B_whisper_cascade,1.0
v4,house,intent,C_qwen_transcript,1.0
v4,house,intent,D_qwen_direct,1.0
v4,intellegent,summarization,A_oracle,0.2105263157894737
v4,intellegent,summarization,B_whisper_cascade,0.15873015873015875
v4,intellegent,summarization,C_qwen_transcript,0.23728813559322037
v4,intellegent,summarization,D_qwen_direct,0.16666666666666666
v4,intellegent,sentiment,A_oracle,1.0
v4,intellegent,sentiment,B_whisper_cascade,1.0
v4,intellegent,sentiment,C_qwen_transcript,1.0
v4,intellegent,sentiment,D_qwen_direct,0.0
v4,intellegent,keywords,A_oracle,0.47058823529411764
v4,intellegent,keywords,B_whisper_cascade,0.5
v4,intellegent,keywords,C_qwen_transcript,0.588235294117647
v4,intellegent,keywords,D_qwen_direct,0.2857142857142857
v4,intellegent,intent,A_oracle,1.0
v4,intellegent,intent,B_whisper_cascade,1.0
v4,intellegent,intent,C_qwen_transcript,1.0
v4,intellegent,intent,D_qwen_direct,1.0
v4,lily,summarization,A_oracle,0.44
v4,lily,summarization,B_whisper_cascade,0.5964912280701754
v4,lily,summarization,C_qwen_transcript,0.36363636363636365
v4,lily,summarization,D_qwen_direct,0.36619718309859156
v4,lily,sentiment,A_oracle,0.0
v4,lily,sentiment,B_whisper_cascade,0.0
v4,lily,sentiment,C_qwen_transcript,0.0
v4,lily,sentiment,D_qwen_direct,1.0
v4,lily,keywords,A_oracle,0.3529411764705882
v4,lily,keywords,B_whisper_cascade,0.3157894736842105
v4,lily,keywords,C_qwen_transcript,0.47058823529411764
v4,lily,keywords,D_qwen_direct,0.2857142857142857
v4,lily,intent,A_oracle,0.0
v4,lily,intent,B_whisper_cascade,0.0
v4,lily,intent,C_qwen_transcript,0.0
v4,lily,intent,D_qwen_direct,0.0
v4,love,summarization,A_oracle,0.3225806451612903
v4,love,summarization,B_whisper_cascade,0.2758620689655173
v4,love,summarization,C_qwen_transcript,0.2222222222222222
v4,love,summarization,D_qwen_direct,0.20253164556962022
v4,love,sentiment,A_oracle,1.0
v4,love,sentiment,B_whisper_cascade,1.0
v4,love,sentiment,C_qwen_transcript,1.0
v4,love,sentiment,D_qwen_direct,1.0
v4,love,keywords,A_oracle,0.2857142857142857
v4,love,keywords,B_whisper_cascade,0.47058823529411764
v4,love,keywords,C_qwen_transcript,0.375
v4,love,keywords,D_qwen_direct,0.0
v4,love,intent,A_oracle,1.0
v4,love,intent,B_whisper_cascade,1.0
v4,love,intent,C_qwen_transcript,1.0
v4,love,intent,D_qwen_direct,1.0
v4,lovely,summarization,A_oracle,0.33333333333333337
v4,lovely,summarization,B_whisper_cascade,0.43636363636363634
v4,lovely,summarization,C_qwen_transcript,0.49056603773584906
v4,lovely,summarization,D_qwen_direct,0.24999999999999994
v4,lovely,sentiment,A_oracle,0.0
v4,lovely,sentiment,B_whisper_cascade,0.0
v4,lovely,sentiment,C_qwen_transcript,0.0
v4,lovely,sentiment,D_qwen_direct,0.0
v4,lovely,keywords,A_oracle,0.47058823529411764
v4,lovely,keywords,B_whisper_cascade,0.6250000000000001
v4,lovely,keywords,C_qwen_transcript,0.5
v4,lovely,keywords,D_qwen_direct,0.5714285714285714
v4,lovely,intent,A_oracle,0.0
v4,lovely,intent,B_whisper_cascade,0.0
v4,lovely,intent,C_qwen_transcript,0.0
v4,lovely,intent,D_qwen_direct,0.0
v4,magic,summarization,A_oracle,0.10169491525423728
v4,magic,summarization,B_whisper_cascade,0.2127659574468085
v4,magic,summarization,C_qwen_transcript,0.12244897959183673
v4,magic,summarization,D_qwen_direct,0.046511627906976744
v4,magic,sentiment,A_oracle,1.0
v4,magic,sentiment,B_whisper_cascade,1.0
v4,magic,sentiment,C_qwen_transcript,1.0
v4,magic,sentiment,D_qwen_direct,1.0
v4,magic,keywords,A_oracle,0.4615384615384615
v4,magic,keywords,B_whisper_cascade,0.26666666666666666
v4,magic,keywords,C_qwen_transcript,0.14285714285714285
v4,magic,keywords,D_qwen_direct,0.4444444444444445
v4,magic,intent,A_oracle,1.0
v4,magic,intent,B_whisper_cascade,1.0
v4,magic,intent,C_qwen_transcript,1.0
v4,magic,intent,D_qwen_direct,1.0
v4,mountain,summarization,A_oracle,0.6249999999999999
v4,mountain,summarization,B_whisper_cascade,0.6538461538461539
v4,mountain,summarization,C_qwen_transcript,0.6274509803921569
v4,mountain,summarization,D_qwen_direct,0.3333333333333333
v4,mountain,sentiment,A_oracle,1.0
v4,mountain,sentiment,B_whisper_cascade,1.0
v4,mountain,sentiment,C_qwen_transcript,1.0
v4,mountain,sentiment,D_qwen_direct,1.0
v4,mountain,keywords,A_oracle,0.26666666666666666
v4,mountain,keywords,B_whisper_cascade,0.13333333333333333
v4,mountain,keywords,C_qwen_transcript,0.42857142857142855
v4,mountain,keywords,D_qwen_direct,0.7272727272727273
v4,mountain,intent,A_oracle,0.0
v4,mountain,intent,B_whisper_cascade,0.0
v4,mountain,intent,C_qwen_transcript,0.0
v4,mountain,intent,D_qwen_direct,0.0
v4,mystery,summarization,A_oracle,0.2857142857142857
v4,mystery,summarization,B_whisper_cascade,0.3055555555555555
v4,mystery,summarization,C_qwen_transcript,0.3013698630136986
v4,mystery,summarization,D_qwen_direct,0.20253164556962022
v4,mystery,sentiment,A_oracle,1.0
v4,mystery,sentiment,B_whisper_cascade,1.0
v4,mystery,sentiment,C_qwen_transcript,1.0
v4,mystery,sentiment,D_qwen_direct,1.0
v4,mystery,keywords,A_oracle,0.23529411764705882
v4,mystery,keywords,B_whisper_cascade,0.11764705882352941
v4,mystery,keywords,C_qwen_transcript,0.11764705882352941
v4,mystery,keywords,D_qwen_direct,0.0
v4,mystery,intent,A_oracle,1.0
v4,mystery,intent,B_whisper_cascade,1.0
v4,mystery,intent,C_qwen_transcript,1.0
v4,mystery,intent,D_qwen_direct,0.0
v4,princess,summarization,A_oracle,0.6818181818181819
v4,princess,summarization,B_whisper_cascade,0.7272727272727272
v4,princess,summarization,C_qwen_transcript,0.2388059701492537
v4,princess,summarization,D_qwen_direct,0.2727272727272727
v4,princess,sentiment,A_oracle,1.0
v4,princess,sentiment,B_whisper_cascade,1.0
v4,princess,sentiment,C_qwen_transcript,1.0
v4,princess,sentiment,D_qwen_direct,1.0
v4,princess,keywords,A_oracle,0.6666666666666666
v4,princess,keywords,B_whisper_cascade,0.26666666666666666
v4,princess,keywords,C_qwen_transcript,0.30769230769230765
v4,princess,keywords,D_qwen_direct,0.6153846153846153
v4,princess,intent,A_oracle,1.0
v4,princess,intent,B_whisper_cascade,0.0
v4,princess,intent,C_qwen_transcript,0.0
v4,princess,intent,D_qwen_direct,0.0
v4,rainbow,summarization,A_oracle,0.2857142857142857
v4,rainbow,summarization,B_whisper_cascade,0.21428571428571427
v4,rainbow,summarization,C_qwen_transcript,0.3214285714285714
v4,rainbow,summarization,D_qwen_direct,0.1509433962264151
v4,rainbow,sentiment,A_oracle,1.0
v4,rainbow,sentiment,B_whisper_cascade,1.0
v4,rainbow,sentiment,C_qwen_transcript,1.0
v4,rainbow,sentiment,D_qwen_direct,0.0
v4,rainbow,keywords,A_oracle,0.3157894736842105
v4,rainbow,keywords,B_whisper_cascade,0.11764705882352941
v4,rainbow,keywords,C_qwen_transcript,0.11764705882352941
v4,rainbow,keywords,D_qwen_direct,0.0
v4,rainbow,intent,A_oracle,1.0
v4,rainbow,intent,B_whisper_cascade,1.0
v4,rainbow,intent,C_qwen_transcript,1.0
v4,rainbow,intent,D_qwen_direct,1.0
v4,reality,summarization,A_oracle,0.3076923076923077
v4,reality,summarization,B_whisper_cascade,0.06451612903225808
v4,reality,summarization,C_qwen_transcript,0.10714285714285714
v4,reality,summarization,D_qwen_direct,0.0
v4,reality,sentiment,A_oracle,1.0
v4,reality,sentiment,B_whisper_cascade,1.0
v4,reality,sentiment,C_qwen_transcript,1.0
v4,reality,sentiment,D_qwen_direct,1.0
v4,reality,keywords,A_oracle,0.75
v4,reality,keywords,B_whisper_cascade,0.6666666666666666
v4,reality,keywords,C_qwen_transcript,0.75
v4,reality,keywords,D_qwen_direct,0.8333333333333333
v4,reality,intent,A_oracle,1.0
v4,reality,intent,B_whisper_cascade,1.0
v4,reality,intent,C_qwen_transcript,1.0
v4,reality,intent,D_qwen_direct,1.0
v4,skill,summarization,A_oracle,0.3333333333333333
v4,skill,summarization,B_whisper_cascade,0.2439024390243903
v4,skill,summarization,C_qwen_transcript,0.2469135802469136
v4,skill,summarization,D_qwen_direct,0.15584415584415587
v4,skill,sentiment,A_oracle,1.0
v4,skill,sentiment,B_whisper_cascade,1.0
v4,skill,sentiment,C_qwen_transcript,1.0
v4,skill,sentiment,D_qwen_direct,1.0
v4,skill,keywords,A_oracle,0.3529411764705882
v4,skill,keywords,B_whisper_cascade,0.23529411764705882
v4,skill,keywords,C_qwen_transcript,0.11764705882352941
v4,skill,keywords,D_qwen_direct,0.0
v4,skill,intent,A_oracle,1.0
v4,skill,intent,B_whisper_cascade,1.0
v4,skill,intent,C_qwen_transcript,1.0
v4,skill,intent,D_qwen_direct,1.0
v4,soldier,summarization,A_oracle,0.2716049382716049
v4,soldier,summarization,B_whisper_cascade,0.32
v4,soldier,summarization,C_qwen_transcript,0.2857142857142857
v4,soldier,summarization,D_qwen_direct,0.38961038961038963
v4,soldier,sentiment,A_oracle,1.0
v4,soldier,sentiment,B_whisper_cascade,0.0
v4,soldier,sentiment,C_qwen_transcript,1.0
v4,soldier,sentiment,D_qwen_direct,1.0
v4,soldier,keywords,A_oracle,0.14285714285714285
v4,soldier,keywords,B_whisper_cascade,0.25
v4,soldier,keywords,C_qwen_transcript,0.23529411764705882
v4,soldier,keywords,D_qwen_direct,0.4615384615384615
v4,soldier,intent,A_oracle,1.0
v4,soldier,intent,B_whisper_cascade,0.0
v4,soldier,intent,C_qwen_transcript,0.0
v4,soldier,intent,D_qwen_direct,1.0
v4,violin,summarization,A_oracle,0.3157894736842105
v4,violin,summarization,B_whisper_cascade,0.38461538461538464
v4,violin,summarization,C_qwen_transcript,0.19047619047619047
v4,violin,summarization,D_qwen_direct,0.23880597014925378
v4,violin,sentiment,A_oracle,1.0
v4,violin,sentiment,B_whisper_cascade,1.0
v4,violin,sentiment,C_qwen_transcript,1.0
v4,violin,sentiment,D_qwen_direct,0.0
v4,violin,keywords,A_oracle,0.6666666666666666
v4,violin,keywords,B_whisper_cascade,0.6666666666666666
v4,violin,keywords,C_qwen_transcript,0.6666666666666666
v4,violin,keywords,D_qwen_direct,0.14285714285714285
v4,violin,intent,A_oracle,1.0
v4,violin,intent,B_whisper_cascade,1.0
v4,violin,intent,C_qwen_transcript,0.0
v4,violin,intent,D_qwen_direct,0.0
v4,woman,summarization,A_oracle,0.4473684210526316
v4,woman,summarization,B_whisper_cascade,0.37837837837837834
v4,woman,summarization,C_qwen_transcript,0.3658536585365854
v4,woman,summarization,D_qwen_direct,0.30588235294117644
v4,woman,sentiment,A_oracle,1.0
v4,woman,sentiment,B_whisper_cascade,1.0
v4,woman,sentiment,C_qwen_transcript,1.0
v4,woman,sentiment,D_qwen_direct,1.0
v4,woman,keywords,A_oracle,0.3529411764705882
v4,woman,keywords,B_whisper_cascade,0.26666666666666666
v4,woman,keywords,C_qwen_transcript,0.3529411764705882
v4,woman,keywords,D_qwen_direct,0.14285714285714285
v4,woman,intent,A_oracle,1.0
v4,woman,intent,B_whisper_cascade,1.0
v4,woman,intent,C_qwen_transcript,1.0
v4,woman,intent,D_qwen_direct,1.0
v5,attention,summarization,A_oracle,0.196
v5,attention,summarization,B_whisper_cascade,0.375
v5,attention,summarization,C_qwen_transcript,0.324
v5,attention,summarization,D_qwen_direct,0.4
v5,attention,sentiment,A_oracle,1.0
v5,attention,sentiment,B_whisper_cascade,1.0
v5,attention,sentiment,C_qwen_transcript,1.0
v5,attention,sentiment,D_qwen_direct,0.0
v5,attention,keywords,A_oracle,0.37495275590551186
v5,attention,keywords,B_whisper_cascade,0.26679104477611937
v5,attention,keywords,C_qwen_transcript,0.26679104477611937
v5,attention,keywords,D_qwen_direct,0.12498425196850392
v5,attention,intent,A_oracle,0.0
